waterrelated,,plantandvegetables,,humanrelated,,animal,,insect,,landsoil,,searelated,,others,,wastewater,,food,
2419622,lake elmenteita sediment,2869570,leaf of horse chestnut tree,2820394,feces,2047915,chicken,,,2006684,compost,2743810,baltic sea mesocosm,2884423,obtained from felix d'herrelle reference center,2601650,sweage,2419637,whey
2419621,lake elmenteita sediment,2869574,leaf of horse chestnut tree,2782718,feces,2047892,chicken,,,2301612,compost,2743853,baltic sea mesocosm,2510452,old lyophilisated phages different than the one described,3003808,tianjin waste,1971444,whey
2419620,lake elmenteita sediment,2869571,leaf of horse chestnut tree,2859527,feces,2047878,chicken,,,2301619,compost,2743857,baltic sea mesocosm,2836105,orem,2995640,veterinary hospital effluent,2419645,whey
215796,lake erie,2869568,leaf of horse chestnut tree,2820396,feces,2047907,chicken,,,2749430,compost,2743785,baltic sea mesocosm,2836113,orem,2995639,veterinary hospital effluent,2419657,whey
2793710,lake hardy,2869573,leaf of horse chestnut tree,2116688,feces,2047879,chicken,,,2006671,compost,2743812,baltic sea mesocosm,2836109,orem,2996053,waste stabilization pond.,1971441,whey
2721756,lake hardy,2869572,leaf of horse chestnut tree,2851034,feces,2047884,chicken,,,2301546,compost,2743830,baltic sea mesocosm,2836112,orem,2996049,waste-stabilization pond in southeastern indiana,2979359,whey
2894774,lake hardy,2201472,leaf spots from pepper and tomato,2986144,feces from female patient,2047885,chicken,,,2301549,compost,2743799,baltic sea mesocosm,2832323,ottawa,2951199,69th street waste water facility houston,2419658,whey
754050,lake inselsee,2776820,leaves,2986145,feces from female patient,2047891,chicken,,,2283288,compost,2743793,baltic sea mesocosm,2759214,oxygen minimum zone,2772511,activated sludge from a waste water treatment plant,2979361,whey
2913520,lake kinneret,2776819,leaves,2986143,feces from female patient,2047877,chicken,,,2094137,compost,2743832,baltic sea mesocosm,2759213,oxygen minimum zone,3024174,city ditch water,2419642,whey
3053861,"lake ku, tbilisi",1815987,leaves and stem,2986141,feces from female patient,2047905,chicken,,,2776865,compost,2743886,baltic sea mesocosm,2856175,paratetilla sp.,2508180,clinical waste water,2419641,whey
1796993,lake magadi sediment,2713154,leaves of fruit trees,2986142,feces from female patient,2047903,chicken,,,2283287,compost,2743849,baltic sea mesocosm,1605378,paull's pingo marine methane seep sediments,2508201,clinical waste water,2419648,whey
1737467,lake michigan nearshore waters,1564096,leaves of malus domestica,2596671,wound discharge,2047883,chicken,,,2301552,compost,2743834,baltic sea mesocosm,1453367,india,2508205,clinical waste water,2979357,whey
1737464,lake michigan nearshore waters,2895571,lettuce infected leaves,1647408,cecal effluent,2047890,chicken,,,2851975,compost,2743800,baltic sea mesocosm,2885908,induced from b. cereus strain atcc 11950; parental form of gamma diagnostic phage,2743779,drain water,1527694,whey
1737466,lake michigan nearshore waters,2588137,lichen,979525,cholera patient,2047908,chicken,,,2041530,compost,2743884,baltic sea mesocosm,2777319,induced from bacterial strain salmonella enterica lt2,2743780,drain water,1862963,whey
1737465,lake michigan nearshore waters,2859635,grass leaves,2972869,chronic rhinosinusitis patient nasal swab,2047904,chicken,,,1567479,compost,2743899,baltic sea mesocosm,2777320,induced from bacterial strain salmonella enterica lt2 (l),2912643,drain water,2419661,whey
2886900,lake near daegu university,2759726,green bean plant field,2972870,chronic rhinosinusitis patient nasal swab,2047916,chicken,,,1661715,compost,756275,baltimore inner harbor,426370,induced from clinical isolate of escherichia coli o157:h7,2912644,drain water,2492467,whey
2507578,lake retba sample 1,2996091,guava,2974727,gut,2047909,chicken,,,1391179,compost and mulch pile at ucla,351708,baltimore inner harbor,1980140,induced from halophilic archaeon,2912645,drain water,2419650,whey
2507575,lake retba sample 2,1958956,guernsey orchard,1647529,copd exacerbation,2047906,chicken,,,1675548,compost at sao paulo zoo,754048,atlantic: baltic sea,10689,induced lysogen,2912646,drain water,2419662,whey
2507576,lake retba sample 2,2664939,maize silage,1647537,copd exacerbation,2047898,chicken,,,1675549,compost at sao paulo zoo,756280,atlantic: baltic sea,1127516,induced lysogen,2912651,drain water,2419644,whey
2507577,lake retba sample 2,2759729,marigold plant greenhouse,1934428,homo sapiens,3035932,chicken,,,1675551,compost at sao paulo zoo,889953,atlantic: chesapeake bay,2797321,induced prophage,2912652,drain water,1971442,whey
1796992,lake shala sediment,2935157,heliconia sp.,2831678,homo sapiens,2047881,chicken,,,1675553,compost at sao paulo zoo,754058,atlantic: gulf of mexico,2797319,induced prophage,2656506,drainage water,2268616,whey sample
2975545,lake tyrrell,2935145,mulberry,2936831,homo sapiens,2047887,chicken,,,1675554,compost at sao paulo zoo,573171,atlantic: ipswich bay,2797320,induced prophage,2656508,drainage water,2268617,whey sample
3003697,gomati river,2935144,mulberry,1451116,homo sapiens,2995626,chicken,,,1675555,compost at sao paulo zoo,573172,atlantic: ipswich bay,2797318,induced prophage,2928683,drainage water,2268620,whey sample
2731333,liquid-air interface biofilm,2935147,mulberry,2492962,homo sapiens,2047880,chicken,,,1675550,compost at sao paulo zoo,573173,atlantic: ipswich bay,2797317,induced prophage,2932880,drainage water,2268619,whey sample
549445,local pond,2935146,mulberry,1451075,homo sapiens,2047901,chicken,,,1675552,compost at sao paulo zoo,573174,atlantic: ipswich bay,2777321,induction from lysogen,2862739,hospital waste water,2268614,whey sample
549446,maas river,1519999,narsa,1451077,homo sapiens,2047888,chicken,,,2743910,compost bin,573175,atlantic: ipswich bay,2495553,phage was isolated from staphylococcus pseudintermedius by mitomycin c induction,2592208,irrigation water,2268618,whey sample
2982032,machangara river,2935217,nightshade,977737,homo sapiens,2047910,chicken,,,2985567,compost heaps,573176,atlantic: ipswich bay,2495554,phage was isolated from staphylococcus pseudintermedius by mitomycin c induction,2592209,irrigation water,2268615,whey sample
2982033,machangara river,2935162,nightshade,977740,homo sapiens,2969991,chicken,,,2985565,compost heaps,536466,atlantic: w sargasso sea,2495555,phage was isolated from staphylococcus pseudintermedius by mitomycin c induction,2592210,irrigation water,2268613,whey sample
2719180,gypsum karst lakes,2935142,olive,977738,homo sapiens,2918865,chicken,,,2985569,compost heaps,682651,atlantic: w sargasso sea,2099663,phototrophic microbial mat metagenomic,2592211,irrigation water,1303346,wine
2686309,hatches creek,2935148,olive,977739,homo sapiens,2047889,chicken,,,2985568,compost heaps,115992,atlantic:sarah's creek,35344,john b. zabriskie,2592212,irrigation water,1885654,wine
1468179,high arctic lake,2935143,olive,977736,homo sapiens,2047895,chicken,,,2985563,compost heaps,461711,chesapeake bay,2798599,polycarpa tumida tissue,2592213,irrigation water,1885651,wine
2975222,mtkvari river,3043428,orchard,977735,homo sapiens,2047897,chicken,,,2985562,compost heaps,2791035,chesapeake bay,2798601,polycarpa tumida tissue,2609832,irrigation water,1885649,wine
2928440,mutha river,2060126,orchard dirt,663239,homo sapiens tonsil bacterium,2047900,chicken,,,2985566,compost heaps,2570300,chesapeake bay oyster,2798610,polycarpa tumida tissue,2849626,kappala waste water treatment plant,1885652,wine
536474,ne providence channel,2961991,paddy field,1236000,hospital,2047911,chicken,,,2985564,compost heaps,2570301,chesapeake bay oyster,2798603,polycarpa tumida tissue,1116482,"milton water treatment plan, near cambridge",1885645,wine
2730621,neutral hot spring,2935408,peanut,1450169,hospital,2047882,chicken,,,1124849,compost sample,2590874,chesapeake bay oyster,2798682,porites porites tissue,2301531,mixed waste water,1885641,wine
2730632,neutral hot spring,2935409,peanut,1754217,hospital,1897495,chicken cecal content,,,1622114,composting,2590896,chesapeake bay oyster,2798711,porites porites tissue,2316013,mixed waste water,1885642,wine
2491899,nymph lake,2935410,peanut,1754216,hospital,2496547,chicken cecal content,,,1622115,composting,2712961,chesapeake bay oyster,2798707,porites porites tissue,2316014,mixed waste water,1885640,wine
340016,"octopus hot spring, yellowstone national park",2530027,pear tree,2069614,hospital,2918876,chicken cecal content,,,1622116,composting,2735171,chesapeake bay oyster,2798608,porites porites tissue,2601625,municipal water,1885648,wine
2489621,organic potato skin (cultivar jutlandia),2026081,pear tree,2813175,hospital,2918879,chicken cecal content,,,2759712,datura plant field,2736261,chesapeake bay oyster,2798710,porites porites tissue,2079317,pig farm waste treatment water,1885647,wine
2496549,ornamental pond,1784979,infected walnut tree leaves and fruits,2069615,hospital,1541686,chicken cecum,,,1497851,decayed rice hay manure,2736262,chesapeake bay oyster,2798683,porites porites tissue,2686475,processing waste water,1885653,wine
416419,hypersaline lake,1784981,infected walnut tree leaves and fruits,2961710,hospital sample,1541690,chicken cecum,,,2914029,cave sediment,2736263,chesapeake bay oyster,2798709,porites porites tissue,2662283,processing water,1885650,wine
1115696,hydrothermal chimney sample collected from the east pacific rise sarah spring area at 2700 m depth,2776752,infected welsh onion leaves,655097,hospital waste sample,1541687,chicken cecum,,,2511832,cave sediment,2736265,chesapeake bay oyster,2798708,porites porites tissue,2662284,processing water,1885644,wine
2762279,pearl river,2935434,pelargonium hortorum,2682812,human,1541688,chicken cecum,,,2500821,goeje island,2736288,chesapeake bay oyster,2798605,porites porites tissue,2686474,processing water,1885643,wine
655098,pond,2935298,pelargonium hortorum,1504984,human,1541689,chicken cecum,,,2769335,gold and arsenic mine rock biofilms,2801534,chesapeake bay oyster,2759196,lysate of her214 (pm4) from spain,696218,poultry farm waste water,1885646,wine
2984971,pond,2935299,pelargonium hortorum,1883200,human bladder microbiota,2862114,chicken cloacae,,,2769334,gold and arsenic mine rock biofilms,3017801,chesapeake bay oyster,1327944,lysogenic bacilli,2546618,raw sewage water obtained from a north city water reclamation plant,2041210,chinese sauerkraut
2984969,pond,2935297,pelargonium hortorum,1883202,human bladder microbiota,1772292,chicken coop coil,,,2914011,dirt,2736275,chesapeake bay oyster,2283291,media,2546619,raw sewage water obtained from a north city water reclamation plant,2059850,chinese sauerkraut
2914860,pond,2935433,pelargonium hortorum,1883204,human bladder microbiota,2961714,chicken droppings,,,1308894,landfill,3017794,chesapeake bay oyster,2928724,prophage isolated from b. avium strain 12/ 574/1/c after induction with mitomycin c,2546620,raw sewage water obtained from a north city water reclamation plant,1161930,brine sample from dairy
2979595,pond,2935296,pelargonium hortorum,1883205,human bladder microbiota,2961840,chicken droppings,,,584892,landfill dirt,3017797,chesapeake bay oyster,2928725,prophage isolated from b. avium strain x590/1a after induction with mitomycin c,2546621,raw sewage water obtained from a north city water reclamation plant,1300324,yogurt
2986084,pond,2900148,pepper fruit,1883203,human bladder microbiota,2508174,chicken dung,,,2144176,liquid non-fecal compost,3017796,chesapeake bay oyster,2835988,prophage of p. larvae nw6,2546622,raw sewage water obtained from a north city water reclamation plant,1414741,dairy
2686439,red cedar river,2900147,pepper fruit,1883206,human bladder microbiota,2508195,chicken dung,,,2144178,liquid non-fecal compost,3017800,chesapeake bay oyster,2835999,prophage released from p. larvae strain nw6,2546623,raw sewage water obtained from a north city water reclamation plant,2976429,dairy effluent
1642588,red deer river sediment,2759724,pepper plant field,1505026,human blood,2508191,chicken dung,,,2079541,liquid non-fecal compost,2712962,chesapeake bay oyster,2836000,prophage released from p. larvae strain nw6,2546624,raw sewage water obtained from a north city water reclamation plant,2976430,dairy effluent
2852014,rhine river,2041454,pickle,1505027,human blood,2508190,chicken dung,,,2144177,liquid non-fecal compost,3017798,chesapeake bay oyster,2836001,prophage released from p. larvae strain nw6,2546625,raw sewage water obtained from a north city water reclamation plant,2866803,dairy effluent
2852027,rhine river,2048517,pickle,2268608,human blood,2508175,chicken dung,,,2842056,miracle grow moisture control potting mix,2736286,chesapeake bay oyster,2835996,prophage released from p. larvae strain nw6,2546626,raw sewage water obtained from a north city water reclamation plant,2894400,dairy effluent
2852034,rhine river,1562076,phaseolus vulgaris,2491319,human blood,2508197,chicken dung,,,1458712,"mulch bed from benedum hall, u. pittsburgh campus",3017795,chesapeake bay oyster,2836111,provo,2546627,raw sewage water obtained from a north city water reclamation plant,2126734,dairy farm
2852015,rhine river,2530114,key/mexican lime,1461246,"human challenge study, bacterial isolate, mccool et al 2002",929814,chicken egg,,,1772313,mulch near fenimore woods,2712960,chesapeake bay oyster,2664977,pseudomonas phage phikmv,2546628,raw sewage water obtained from a north city water reclamation plant,980974,dairy farmyard slurry
2852016,rhine river,2935311,pine tree,2268607,human dermatitis,2886211,chicken excrement,,,1891703,mud,2801533,chesapeake bay oyster,2686041,pseudomonas phage phikmv,2546629,raw sewage water obtained from a north city water reclamation plant,980976,dairy farmyard slurry
2852035,rhine river,2935310,pine tree,2268609,human dermatitis,3017169,chicken excrement,,,2814695,"mud, ballina mangrove",3017785,chesapeake bay oyster,2686040,pseudomonas phage phikmv,2546630,raw sewage water obtained from a north city water reclamation plant,980973,dairy farmyard slurry
2852007,rhine river bank,2935312,pine tree,2268621,human dermatitis,2886210,chicken excrement,,,2762289,"muddy, gray clay/dirt from stream bed",2736264,chesapeake bay oyster,2798597,pterogorgia anceps tissue,2546632,raw sewage water obtained from a north city water reclamation plant,980978,dairy farmyard slurry
879628,river,2696362,plant,2268623,human dermatitis,2506428,chicken excreta,,,347330,mudflat,2736287,chesapeake bay oyster,2798678,pterogorgia anceps tissue,2546633,raw sewage water obtained from a north city water reclamation plant,980975,dairy farmyard slurry
879630,river,2696363,plant,254397,human faeces,2820456,chicken faeces,,,1204544,mudflat,3017802,chesapeake bay oyster,2798673,pterogorgia anceps tissue,2546634,raw sewage water obtained from a north city water reclamation plant,980977,dairy farmyard slurry
1273738,river,2696366,plant,2950727,human feaces,1639631,chicken faeces,,,754041,narragansett bay rhode island,2801532,chesapeake bay oyster,2798667,pterogorgia anceps tissue,2546635,raw sewage water obtained from a north city water reclamation plant,2024334,dairy products
2024208,river,2696368,plant,1204534,human fecal sample,2759178,chicken farm,,,869662,narragansett bay rhode island,3017799,chesapeake bay oyster,2798653,pterogorgia anceps tissue,2546636,raw sewage water obtained from a north city water reclamation plant,2024335,dairy products
2026082,river,2696365,plant,1204535,human fecal sample,1258572,chicken fecal material,,,869661,narragansett bay rhode island,2798651,dondice paguerensis cerata,1548908,pyophage,2873461,recylced water,2024336,dairy products
